Node_ID,Row,Col,X_mm,Y_mm,Delta_mV,A2_mV,R_Ohms,Rs_Ohm_sq,Rs_MOhm_sq
1,1,1,-162,-110,70.2325,764.3713,,,
2,1,2,-156,-110,50.605,770.72,,,
3,1,3,-150,-110,23.08,778.0538,,,
4,1,4,-144,-110,10.385,778.9325,,,
5,1,5,-138,-110,9.605,788.8525,,,
6,2,9,-126,-104,43.4,761.2137,,,
7,2,8,-132,-104,50.0175,765.12,,,
8,2,7,-138,-104,34.1725,777.1475,,,
9,2,6,-144,-104,16.2325,756.6825,,,
10,2,5,-150,-104,40.4825,773.1175,,,
11,2,4,-156,-104,99.5325,759.8663,,,
12,2,3,-162,-104,305.52,684.2087,,,
13,2,2,-168,-104,199.6775,485.1737,,,
14,2,1,-174,-104,281.27,30.3938,,,
15,3,1,-180,-98,24.7075,30.44,,,
16,3,2,-174,-98,316.68,30.5113,,,
17,3,3,-168,-98,697.76,48,,,
18,3,4,-162,-98,595.81,635.75,,,
19,3,5,-156,-98,153.87,738.56,,,
20,3,6,-150,-98,72.45,757.5287,,,
21,3,7,-144,-98,53.2775,743.2938,,,
22,3,8,-138,-98,53.3975,726.025,,,
23,3,9,-132,-98,245.0675,729.6462,,,
24,3,10,-126,-98,86.305,745.3488,,,
25,3,11,-120,-98,286.6425,726.8613,,,
26,4,13,-114,-92,69.52,186.775,,,
27,4,12,-120,-92,304.5725,125.3688,,,
28,4,11,-126,-92,11.8075,44.9337,,,
29,4,10,-132,-92,149.145,649.8312,,,
30,4,9,-138,-92,26.3825,52.895,,,
31,4,8,-144,-92,18.93,371.1925,,,
32,4,7,-150,-92,79.9225,655.4763,,,
33,4,6,-156,-92,176.545,733.9475,,,
34,4,5,-162,-92,613.845,633.1238,,,
35,4,4,-168,-92,1024.9575,75.6637,,,
36,4,3,-174,-92,197.4675,30.7288,,,
37,4,2,-180,-92,498.225,30.55,,,
38,4,1,-186,-92,1387.6,113.8025,,,
39,5,1,-186,-86,670.035,31.5938,,,
40,5,2,-180,-86,246.2,29.8212,,,
