Node_ID,Row,Col,X_mm,Y_mm,Delta_mV,A2_mV,R_Ohms,Rs_Ohm_sq,Rs_MOhm_sq
81,8,6,-162.0,-68.0,302.4188,60.9162,4964501.0000,22501104.0000,22.5011
82,8,5,-168.0,-68.0,282.1812,52.2350,5402149.5000,24484704.0000,24.4847
83,8,4,-174.0,-68.0,1582.2000,25.3662,62374224.0000,282704928.0000,282.7049
84,8,3,-180.0,-68.0,551.2050,39.2300,14050600.0000,63682940.0000,63.6829
85,8,2,-186.0,-68.0,527.2025,58.0500,9081870.0000,41162668.0000,41.1627
86,9,2,-186.0,-62.0,623.6225,43.9888,14176865.0000,64255224.0000,64.2552
87,9,3,-180.0,-62.0,420.8463,35.8650,11734178.0000,53183988.0000,53.1840
88,9,4,-174.0,-62.0,33.0475,33.4963,986603.0000,4471679.5000,4.4717
89,9,5,-168.0,-62.0,307.5088,60.4050,5090783.5000,23073468.0000,23.0735
90,9,6,-162.0,-62.0,1060.7200,44.0825,24062154.0000,109059312.0000,109.0593
91,9,7,-156.0,-62.0,534.2213,38.8725,13742909.0000,62288364.0000,62.2884
92,9,8,-150.0,-62.0,389.1462,47.5750,8179638.0000,37073392.0000,37.0734
93,9,9,-144.0,-62.0,500.8763,59.7025,8389535.0000,38024728.0000,38.0247
94,9,10,-138.0,-62.0,493.2013,59.2075,8330048.0000,37755112.0000,37.7551
95,9,11,-132.0,-62.0,432.9562,54.8112,7899040.0000,35801608.0000,35.8016
96,9,12,-126.0,-62.0,509.7487,52.6463,9682527.0000,43885088.0000,43.8851
97,9,13,-120.0,-62.0,409.0425,81.5900,5013391.0000,22722694.0000,22.7227
98,9,14,-114.0,-62.0,529.5787,86.6750,6109936.5000,27692676.0000,27.6927
99,10,14,-114.0,-56.0,533.3937,81.8388,6517618.5000,29540454.0000,29.5405
100,10,13,-120.0,-56.0,733.4025,58.8350,12465413.0000,56498240.0000,56.4982
101,10,12,-126.0,-56.0,477.6313,59.0087,8094244.5000,36686356.0000,36.6864
102,10,11,-132.0,-56.0,392.4550,64.0625,6126127.0000,27766058.0000,27.7661
103,10,10,-138.0,-56.0,370.0287,55.6213,6652651.0000,30152476.0000,30.1525
104,10,9,-144.0,-56.0,342.0000,49.9462,6847361.0000,31034980.0000,31.0350
105,10,8,-150.0,-56.0,302.5325,46.9038,6450071.0000,29234302.0000,29.2343
106,10,7,-156.0,-56.0,322.1825,56.4825,5704112.0000,25853318.0000,25.8533
107,10,6,-162.0,-56.0,706.9175,52.8963,13364227.0000,60572024.0000,60.5720
108,10,5,-168.0,-56.0,347.7900,315.5900,1102031.2500,4994846.5000,4.9948
109,10,4,-174.0,-56.0,529.0212,42.9188,12326111.0000,55866868.0000,55.8669
110,10,3,-180.0,-56.0,330.5850,43.8050,7546741.5000,34204852.0000,34.2049
111,10,2,-186.0,-56.0,391.7087,50.3912,7773348.5000,35231924.0000,35.2319
112,11,1,-186.0,-50.0,370.1787,85.0900,4350438.0000,19717926.0000,19.7179
113,11,2,-180.0,-50.0,807.2888,29.1287,27714502.0000,125613216.0000,125.6132
114,11,3,-174.0,-50.0,508.7475,30.3975,16736493.0000,75856480.0000,75.8565
115,11,4,-168.0,-50.0,1032.7300,27.3725,37728740.0000,171001744.0000,171.0017
116,11,5,-162.0,-50.0,461.5787,42.3975,10886934.0000,49343940.0000,49.3439
117,11,6,-156.0,-50.0,393.4875,41.9238,9385790.0000,42540156.0000,42.5402
118,11,7,-150.0,-50.0,391.1375,42.5288,9197014.0000,41684548.0000,41.6845
119,11,8,-144.0,-50.0,385.5287,40.1862,9593550.0000,43481808.0000,43.4818
120,11,9,-138.0,-50.0,378.2762,42.7287,8852969.0000,40125196.0000,40.1252
121,11,10,-132.0,-50.0,374.6650,48.7438,7686421.5000,34837936.0000,34.8379
122,11,11,-126.0,-50.0,404.0900,57.3613,7044651.5000,31929180.0000,31.9292
123,11,12,-120.0,-50.0,387.0700,73.9488,5234301.0000,23723946.0000,23.7239
124,11,13,-114.0,-50.0,304.5688,64.3375,4733923.0000,21456034.0000,21.4560
125,12,13,-114.0,-44.0,545.5525,37.3688,14599162.0000,66169244.0000,66.1692
126,12,12,-120.0,-44.0,641.9612,130.1700,4931714.0000,22352502.0000,22.3525
127,12,11,-126.0,-44.0,263.6100,87.6412,3007830.2500,13632690.0000,13.6327
128,12,10,-132.0,-44.0,289.2362,62.1375,4654777.5000,21097314.0000,21.0973
129,12,9,-138.0,-44.0,331.7075,57.0062,5818792.5000,26373096.0000,26.3731
130,12,8,-144.0,-44.0,351.0837,51.7562,6783408.0000,30745120.0000,30.7451
131,12,7,-150.0,-44.0,364.6588,48.0675,7586389.0000,34384552.0000,34.3846
132,12,6,-156.0,-44.0,538.5450,40.5988,13265064.0000,60122576.0000,60.1226
133,12,5,-162.0,-44.0,349.2462,49.6838,7029386.5000,31859992.0000,31.8600
134,12,4,-168.0,-44.0,374.7450,41.7275,8980768.0000,40704436.0000,40.7044
135,12,3,-174.0,-44.0,381.9262,42.9625,8889759.0000,40291944.0000,40.2919
136,12,2,-180.0,-44.0,354.4775,42.3987,8360565.5000,37893428.0000,37.8934
137,12,1,-186.0,-44.0,535.4550,41.4787,12909142.0000,58509396.0000,58.5094
138,13,1,-180.0,-38.0,357.3500,41.8112,8546743.0000,38737260.0000,38.7373
139,13,2,-174.0,-38.0,593.8038,45.3887,13082623.0000,59295684.0000,59.2957
140,13,3,-168.0,-38.0,544.3725,39.2637,13864507.0000,62839492.0000,62.8395
141,13,4,-162.0,-38.0,1115.9301,30.5087,36577376.0000,165783296.0000,165.7833
142,13,5,-156.0,-38.0,404.3513,43.8050,9230711.0000,41837276.0000,41.8373
143,13,6,-150.0,-38.0,371.1875,42.9512,8642065.0000,39169296.0000,39.1693
144,13,7,-144.0,-38.0,401.4750,47.7137,8414242.0000,38136712.0000,38.1367
145,13,8,-138.0,-38.0,377.2550,46.0013,8200973.0000,37170092.0000,37.1701
146,13,9,-132.0,-38.0,290.0800,76.4812,3792825.5000,17190602.0000,17.1906
147,13,10,-126.0,-38.0,529.7200,88.6825,5973219.0000,27073018.0000,27.0730
148,13,11,-120.0,-38.0,338.7450,59.4850,5694629.0000,25810338.0000,25.8103
149,14,9,-126.0,-32.0,379.1925,83.7875,4525645.5000,20512036.0000,20.5120
150,14,8,-132.0,-32.0,370.5938,54.8750,6753416.5000,30609186.0000,30.6092
151,14,7,-138.0,-32.0,515.2562,77.2688,6668365.0000,30223698.0000,30.2237
152,14,6,-144.0,-32.0,309.4962,44.2587,6992882.5000,31694542.0000,31.6945
153,14,5,-150.0,-32.0,363.2075,40.0900,9059804.0000,41062656.0000,41.0627
154,14,4,-156.0,-32.0,416.4075,41.8725,9944654.0000,45073152.0000,45.0732
155,14,3,-162.0,-32.0,570.4900,37.0300,15406158.0000,69826872.0000,69.8269
156,14,2,-168.0,-32.0,379.9237,53.9600,7040841.0000,31911908.0000,31.9119
157,14,1,-174.0,-32.0,397.0400,51.2837,7742025.0000,35089956.0000,35.0900
