Node_ID,Row,Col,X_mm,Y_mm,Delta_mV,A2_mV,R_Ohms,Rs_Ohm_sq,Rs_MOhm_sq
1,2,9,-126.0,-104.0,587.6838,1480.3838,396980.7187,1799275.5000,1.7993
2,2,8,-132.0,-104.0,716.1738,845.5988,846942.8125,3838683.7500,3.8387
3,2,7,-138.0,-104.0,266.7975,2047.9375,130276.2031,590463.8750,0.5905
4,2,6,-144.0,-104.0,306.4612,2047.9375,149643.8593,678245.8750,0.6782
5,2,5,-150.0,-104.0,936.6225,1350.2925,693644.2500,3143873.2500,3.1439
6,2,4,-156.0,-104.0,971.8787,2047.9375,474564.6875,2150917.0000,2.1509
7,2,3,-162.0,-104.0,620.6050,835.0375,743206.1875,3368507.7500,3.3685
8,2,2,-168.0,-104.0,503.3900,771.9400,652110.3125,2955624.7500,2.9556
9,2,1,-174.0,-104.0,273.4237,-15.8050,17299826.0000,78409736.0000,78.4097
10,3,1,-180.0,-98.0,348.5450,-14.6525,23787412.0000,107814072.0000,107.8141
11,3,2,-174.0,-98.0,655.7112,302.7650,2165743.2500,9816015.0000,9.8160
12,3,3,-168.0,-98.0,610.1987,690.2925,883971.2500,4006511.5000,4.0065
13,3,4,-162.0,-98.0,541.7562,946.2950,572502.5625,2594810.7500,2.5948
14,3,5,-156.0,-98.0,565.7850,608.2250,930223.1875,4216143.5000,4.2161
15,3,6,-150.0,-98.0,687.5187,1077.3500,638157.3125,2892384.2500,2.8924
16,3,7,-144.0,-98.0,803.2450,711.1713,1129467.7500,5119200.0000,5.1192
17,3,8,-138.0,-98.0,623.3775,385.1750,1618426.8750,7335358.0000,7.3354
18,3,9,-132.0,-98.0,715.0850,302.6862,2362463.0000,10707628.0000,10.7076
19,3,10,-126.0,-98.0,672.8812,246.9750,2724491.5000,12348486.0000,12.3485
20,3,11,-120.0,-98.0,641.8762,184.1212,3486160.7500,15800675.0000,15.8007
21,4,13,-114.0,-92.0,415.3925,69.9100,5941818.0000,26930696.0000,26.9307
22,4,12,-120.0,-92.0,388.1837,59.0013,6579246.5000,29819778.0000,29.8198
