Node_ID,Row,Col,X_mm,Y_mm,FZ_450nm,FY_555nm,FXL_600nm,NIR_855nm,VIS_1,FD_1,F2_425nm,F3_475nm,F4_515nm,F6_640nm,VIS_2,FD_2,F1_405nm,F7_690nm,F8_745nm,F5_550nm,VIS_3,FD_3
210,14,15,-96.00,-29.14,82.0,324.0,372.0,76.0,361.0,999.0,76.0,90.0,147.0,345.0,361.0,999.0,63.0,168.0,61.0,110.0,361.0,999.0
211,15,1,-196.00,-22.00,86.0,337.0,387.0,80.0,375.0,999.0,80.0,95.0,153.0,360.0,375.0,999.0,67.0,176.0,65.0,116.0,375.0,999.0
212,15,2,-188.86,-22.00,86.0,337.0,386.0,80.0,372.0,999.0,80.0,94.0,153.0,360.0,372.0,999.0,67.0,175.0,64.0,115.0,372.0,999.0
213,15,3,-181.71,-22.00,84.0,332.0,381.0,78.0,364.0,999.0,79.0,92.0,150.0,355.0,364.0,999.0,66.0,172.0,63.0,114.0,364.0,999.0
214,15,4,-174.57,-22.00,81.0,321.0,366.0,75.0,353.0,999.0,76.0,89.0,145.0,337.0,353.0,999.0,63.0,164.0,60.0,109.0,353.0,999.0
215,15,5,-167.43,-22.00,69.0,281.0,323.0,62.0,317.0,999.0,62.0,75.0,126.0,295.0,317.0,999.0,51.0,142.0,50.0,92.0,317.0,999.0
216,15,6,-160.29,-22.00,64.0,264.0,305.0,56.0,298.0,999.0,56.0,69.0,117.0,278.0,298.0,999.0,46.0,133.0,45.0,85.0,298.0,999.0
217,15,7,-153.14,-22.00,63.0,260.0,300.0,54.0,293.0,999.0,54.0,68.0,115.0,272.0,293.0,999.0,44.0,130.0,43.0,83.0,293.0,999.0
218,15,8,-146.00,-22.00,57.0,242.0,280.0,48.0,275.0,999.0,49.0,62.0,106.0,253.0,275.0,999.0,39.0,120.0,39.0,76.0,275.0,999.0
219,15,9,-138.86,-22.00,57.0,241.0,279.0,47.0,273.0,999.0,48.0,61.0,104.0,254.0,273.0,999.0,39.0,120.0,38.0,75.0,273.0,999.0
220,15,10,-131.71,-22.00,71.0,290.0,332.0,64.0,325.0,999.0,64.0,77.0,129.0,302.0,325.0,999.0,53.0,144.0,51.0,95.0,325.0,999.0
221,15,11,-124.57,-22.00,86.0,344.0,394.0,82.0,383.0,999.0,81.0,95.0,155.0,362.0,383.0,999.0,68.0,173.0,65.0,118.0,383.0,999.0
222,15,12,-117.43,-22.00,86.0,339.0,390.0,81.0,377.0,999.0,81.0,95.0,154.0,359.0,378.0,999.0,67.0,174.0,65.0,116.0,377.0,999.0
223,15,13,-110.29,-22.00,84.0,331.0,381.0,78.0,368.0,999.0,79.0,92.0,150.0,355.0,368.0,999.0,66.0,173.0,63.0,113.0,368.0,999.0
224,15,14,-103.14,-22.00,84.0,330.0,378.0,78.0,369.0,999.0,78.0,92.0,150.0,352.0,369.0,999.0,65.0,171.0,63.0,113.0,369.0,999.0
225,15,15,-96.00,-22.00,87.0,341.0,389.0,81.0,379.0,999.0,82.0,96.0,156.0,361.0,379.0,999.0,68.0,176.0,65.0,117.0,379.0,999.0
