Node_ID,Row,Col,X_mm,Y_mm,Delta_mV,A2_mV,R_Ohms,Rs_Ohm_sq,Rs_MOhm_sq
1,1,1,-162,-110,69.4225,753.2562,,,
2,1,2,-156,-110,46.4475,731.0237,,,
3,1,3,-150,-110,23.94,771.4275,,,
4,1,4,-144,-110,12.4375,795.4512,,,
5,1,5,-138,-110,6.8125,756.24,,,
6,2,9,-126,-104,44.6675,759.5325,,,
7,2,8,-132,-104,53.2625,792.8937,,,
8,2,7,-138,-104,32.9075,740.13,,,
9,2,6,-144,-104,17.35,763.3625,,,
10,2,5,-150,-104,38.7425,737.1125,,,
11,2,4,-156,-104,107.315,774.325,,,
12,2,3,-162,-104,303.51,670.8337,,,
13,2,2,-168,-104,163.3425,364.7425,,,
14,2,1,-174,-104,1490.335,37.2225,,,
15,3,1,-180,-98,7.66,48.725,,,
16,3,2,-174,-98,292.87,34.405,,,
17,3,3,-168,-98,796.79,59.0875,,,
18,3,4,-162,-98,479.9525,542.1288,,,
19,3,5,-156,-98,139.685,699.5975,,,
20,3,6,-150,-98,74.69,776.0513,,,
21,3,7,-144,-98,56.93,773.1475,,,
22,3,8,-138,-98,66.04,760.8825,,,
23,3,9,-132,-98,42.275,713.8787,,,
24,3,10,-126,-98,87.1325,741.4938,,,
25,3,11,-120,-98,310.06,742.2525,,,
26,4,13,-114,-92,64.62,193.9812,,,
27,4,12,-120,-92,904.2375,288.79,,,
28,4,11,-126,-92,210.0375,614.5275,,,
29,4,10,-132,-92,139.07,624.2412,,,
30,4,9,-138,-92,128.9225,627.6138,,,
31,4,8,-144,-92,68.1925,628.8263,,,
32,4,7,-150,-92,103.8425,743.9875,,,
33,4,6,-156,-92,162.8175,696.6975,,,
34,4,5,-162,-92,568.035,626.1038,,,
35,4,4,-168,-92,1106.79,79.2538,,,
36,4,3,-174,-92,910.04,45.2363,,,
37,4,2,-180,-92,604.41,34.5813,,,
38,4,1,-186,-92,1453.9301,128.9575,,,
39,5,1,-186,-86,1192.2225,39.365,,,
40,5,2,-180,-86,896.63,34.6513,,,
41,5,3,-174,-86,246.6825,34.7925,,,
42,5,4,-168,-86,949.515,147.0088,,,
43,5,5,-162,-86,30.2225,34.9437,,,
44,5,6,-156,-86,30.7725,39.49,,,
45,5,7,-150,-86,54.5375,255.0612,,,
46,5,8,-144,-86,188.0075,550.865,,,
47,5,9,-138,-86,202.19,213.7225,,,
