Node_ID,Row,Col,X_mm,Y_mm,Delta_mV,A2_mV,R_Ohms,Rs_Ohm_sq,Rs_MOhm_sq
46,5,13,-114.0,-86.0,761.3875,177.1250,4298588.5000,19482924.0000,19.4829
47,6,14,-114.0,-80.0,1152.3612,517.4813,2226865.5000,10093045.0000,10.0930
48,6,13,-120.0,-80.0,763.7925,172.6675,4423488.0000,20049018.0000,20.0490
49,6,12,-126.0,-80.0,346.9025,111.1913,3119872.5000,14140511.0000,14.1405
50,6,11,-132.0,-80.0,293.2250,79.3037,3697492.7500,16758517.0000,16.7585
51,6,10,-138.0,-80.0,236.5600,55.0612,4296306.5000,19472580.0000,19.4726
52,6,9,-144.0,-80.0,224.4800,55.8325,4020597.2500,18222956.0000,18.2230
53,6,8,-150.0,-80.0,196.5450,42.0213,4677276.0000,21199286.0000,21.1993
54,6,7,-156.0,-80.0,221.4312,58.6662,3774423.2500,17107196.0000,17.1072
55,6,6,-162.0,-80.0,212.0488,56.7525,3736377.7500,16934760.0000,16.9348
56,6,5,-168.0,-80.0,236.1175,55.5875,4247672.5000,19252152.0000,19.2522
57,6,4,-174.0,-80.0,283.2625,60.8912,4651941.0000,21084458.0000,21.0845
58,6,3,-180.0,-80.0,255.6475,103.1600,2478165.2500,11232037.0000,11.2320
59,6,2,-186.0,-80.0,542.3400,135.0950,4014508.7500,18195360.0000,18.1954
60,7,2,-186.0,-74.0,519.9600,112.3525,4627935.0000,20975654.0000,20.9757
61,7,3,-180.0,-74.0,346.9513,64.8313,5351605.5000,24255618.0000,24.2556
62,7,4,-174.0,-74.0,243.8338,47.8512,5095661.5000,23095576.0000,23.0956
63,7,5,-168.0,-74.0,282.7112,45.1738,6258308.0000,28365156.0000,28.3652
64,7,6,-162.0,-74.0,253.4275,42.1962,6005924.5000,27221252.0000,27.2213
65,7,7,-156.0,-74.0,255.5513,42.0075,6083468.0000,27572712.0000,27.5727
66,7,8,-150.0,-74.0,247.8025,41.4963,5971684.5000,27066064.0000,27.0661
67,7,9,-144.0,-74.0,212.5750,45.5725,4664546.0000,21141588.0000,21.1416
68,7,10,-138.0,-74.0,233.2787,64.3000,3627974.2500,16443431.0000,16.4434
69,7,11,-132.0,-74.0,383.1487,96.6113,3965881.2500,17974960.0000,17.9750
70,7,12,-126.0,-74.0,791.8887,126.5450,6257764.0000,28362690.0000,28.3627
71,7,13,-120.0,-74.0,997.1063,232.8862,4281516.5000,19405546.0000,19.4055
72,7,14,-114.0,-74.0,1059.1575,491.3900,2155431.2500,9769277.0000,9.7693
73,8,14,-114.0,-68.0,306.5725,87.2113,3515286.5000,15932685.0000,15.9327
74,8,13,-120.0,-68.0,464.0325,101.7000,4562758.5000,20680248.0000,20.6802
75,8,12,-126.0,-68.0,786.7612,160.3075,4907826.0000,22244232.0000,22.2442
76,8,11,-132.0,-68.0,561.6088,113.5888,4944229.0000,22409224.0000,22.4092
77,8,10,-138.0,-68.0,290.0663,80.5062,3603028.0000,16330365.0000,16.3304
78,8,9,-144.0,-68.0,242.4238,61.4150,3947305.2500,17890766.0000,17.8908
79,8,8,-150.0,-68.0,204.3163,47.8050,4273951.5000,19371258.0000,19.3713
80,8,7,-156.0,-68.0,245.0500,45.0250,5442532.0000,24667732.0000,24.6677
81,8,6,-162.0,-68.0,268.4925,43.6512,6150855.5000,27878138.0000,27.8781
82,8,5,-168.0,-68.0,289.3588,44.1600,6552508.0000,29698588.0000,29.6986
83,8,4,-174.0,-68.0,214.6700,2047.9375,104822.5390,475097.6875,0.4751
84,8,3,-180.0,-68.0,417.1913,33.3438,12511827.0000,56708608.0000,56.7086
85,8,2,-186.0,-68.0,296.7425,73.3962,4043019.7500,18324584.0000,18.3246
86,9,2,-186.0,-62.0,204.7800,77.3625,2647019.0000,11997349.0000,11.9973
87,9,3,-180.0,-62.0,230.1212,48.8287,4712823.0000,21360400.0000,21.3604
88,9,4,-174.0,-62.0,269.1888,30.0675,8952815.0000,40577740.0000,40.5777
89,9,5,-168.0,-62.0,174.2513,72.1025,2416715.7500,10953523.0000,10.9535
90,9,6,-162.0,-62.0,241.4512,38.6400,6248739.0000,28321786.0000,28.3218
91,9,7,-156.0,-62.0,104.4425,56.8713,1836472.7500,8323629.5000,8.3236
92,9,8,-150.0,-62.0,204.7937,58.0500,3527885.5000,15989789.0000,15.9898
93,9,9,-144.0,-62.0,283.7850,72.3138,3924357.7500,17786760.0000,17.7868
94,9,10,-138.0,-62.0,267.2850,70.9625,3766567.2500,17071590.0000,17.0716
95,9,11,-132.0,-62.0,231.5075,53.9287,4292840.5000,19456870.0000,19.4569
96,9,12,-126.0,-62.0,285.0800,64.8150,4398364.5000,19935148.0000,19.9351
97,9,13,-120.0,-62.0,290.9350,69.8350,4166034.5000,18882136.0000,18.8821
98,9,14,-114.0,-62.0,308.0400,59.0513,5216486.0000,23643202.0000,23.6432
99,10,14,-114.0,-56.0,349.1412,96.2225,3628478.0000,16445714.0000,16.4457
100,10,13,-120.0,-56.0,227.8613,69.7087,3268761.2500,14815334.0000,14.8153
101,10,12,-126.0,-56.0,207.4175,113.7988,1822669.3750,8261067.0000,8.2611
102,10,11,-132.0,-56.0,235.6738,60.6912,3883159.0000,17600030.0000,17.6000
103,10,10,-138.0,-56.0,216.9825,54.5838,3975221.7500,18017296.0000,18.0173
104,10,9,-144.0,-56.0,207.0100,50.4850,4100426.0000,18584772.0000,18.5848
105,10,8,-150.0,-56.0,190.3387,43.0887,4417365.5000,20021268.0000,20.0213
106,10,7,-156.0,-56.0,191.0325,55.8600,3419844.2500,15500103.0000,15.5001
107,10,6,-162.0,-56.0,228.2000,50.5213,4516911.0000,20472448.0000,20.4724
108,10,5,-168.0,-56.0,119.4325,84.1637,1419049.3750,6431699.5000,6.4317
109,10,4,-174.0,-56.0,242.7937,43.7088,5554808.5000,25176614.0000,25.1766
110,10,3,-180.0,-56.0,288.9925,54.4762,5304926.5000,24044050.0000,24.0440
111,10,2,-186.0,-56.0,216.6675,47.8162,4531252.5000,20537450.0000,20.5374
112,11,1,-186.0,-50.0,277.7737,39.5025,7031802.5000,31870942.0000,31.8709
113,11,2,-180.0,-50.0,276.5763,28.3388,9759650.0000,44234640.0000,44.2346
114,11,3,-174.0,-50.0,235.2063,41.0513,5729576.0000,25968732.0000,25.9687
115,11,4,-168.0,-50.0,235.6013,50.0900,4703558.5000,21318410.0000,21.3184
116,11,5,-162.0,-50.0,289.8263,46.8600,6184939.5000,28032620.0000,28.0326
117,11,6,-156.0,-50.0,272.1925,44.0938,6173040.5000,27978690.0000,27.9787
118,11,7,-150.0,-50.0,276.8925,46.5812,5944291.5000,26941908.0000,26.9419
119,11,8,-144.0,-50.0,258.0400,50.8413,5075406.5000,23003774.0000,23.0038
120,11,9,-138.0,-50.0,283.8563,88.8087,3196264.7500,14486751.0000,14.4868
121,11,10,-132.0,-50.0,232.2525,57.6512,4028577.2500,18259124.0000,18.2591
122,11,11,-126.0,-50.0,226.9337,73.0212,3107777.0000,14085689.0000,14.0857
123,11,12,-120.0,-50.0,418.5537,100.9938,4144353.0000,18783866.0000,18.7839
124,11,13,-114.0,-50.0,343.6450,82.7275,4153939.5000,18827316.0000,18.8273
125,12,13,-114.0,-44.0,428.2787,27.5925,15521564.0000,70349936.0000,70.3499
126,12,12,-120.0,-44.0,778.7963,106.6862,7299875.0000,33085954.0000,33.0860
127,12,11,-126.0,-44.0,800.9738,128.9962,6209279.5000,28142940.0000,28.1429
128,12,10,-132.0,-44.0,207.0038,61.9963,3338972.0000,15133557.0000,15.1336
129,12,9,-138.0,-44.0,217.7413,42.0862,5173691.0000,23449238.0000,23.4492
130,12,8,-144.0,-44.0,187.6600,69.9512,2682725.7500,12159187.0000,12.1592
131,12,7,-150.0,-44.0,261.9475,35.1912,7443541.0000,33737108.0000,33.7371
132,12,6,-156.0,-44.0,283.2075,29.1150,9727203.0000,44087576.0000,44.0876
133,12,5,-162.0,-44.0,251.6013,37.6387,6684634.5000,30297438.0000,30.2974
134,12,4,-168.0,-44.0,273.6775,28.5925,9571653.0000,43382560.0000,43.3826
135,12,3,-174.0,-44.0,171.2312,51.9062,3298856.0000,14951735.0000,14.9517
136,12,2,-180.0,-44.0,237.1775,42.9137,5526842.0000,25049860.0000,25.0499
137,12,1,-186.0,-44.0,268.1562,38.5062,6963967.5000,31563488.0000,31.5635
138,13,1,-180.0,-38.0,3.3363,64.4788,51741.8554,234514.7968,0.2345
139,13,2,-174.0,-38.0,101.2588,65.3850,1548654.1250,7019120.0000,7.0191
140,13,3,-168.0,-38.0,127.0287,68.6188,1851225.0000,8390492.0000,8.3905
141,13,4,-162.0,-38.0,110.1712,72.9688,1509841.5000,6843206.0000,6.8432
142,13,5,-156.0,-38.0,287.8563,40.1738,7165283.0000,32475930.0000,32.4759
143,13,6,-150.0,-38.0,9.7650,74.5137,131049.6562,593969.5000,0.5940
144,13,7,-144.0,-38.0,153.2050,57.5787,2660790.7500,12059768.0000,12.0598
145,13,8,-138.0,-38.0,266.8087,71.9225,3709670.0000,16813708.0000,16.8137
146,13,9,-132.0,-38.0,655.2012,101.6275,6447086.5000,29220776.0000,29.2208
147,13,10,-126.0,-38.0,826.6950,105.2363,7855610.5000,35604772.0000,35.6048
148,13,11,-120.0,-38.0,223.6475,76.9200,2907534.2500,13178109.0000,13.1781
149,14,9,-126.0,-32.0,186.0188,538.1700,345650.5937,1566626.7500,1.5666
150,14,8,-132.0,-32.0,181.1037,81.6325,2218525.0000,10055243.0000,10.0552
151,14,7,-138.0,-32.0,245.9238,124.4700,1975767.2500,8954968.0000,8.9550
152,14,6,-144.0,-32.0,176.0875,63.6325,2767257.0000,12542316.0000,12.5423
153,14,5,-150.0,-32.0,274.5688,49.9175,5500451.0000,24930244.0000,24.9302
154,14,4,-156.0,-32.0,177.7612,73.8087,2408403.7500,10915849.0000,10.9158
155,14,3,-162.0,-32.0,170.0875,77.6937,2189204.5000,9922351.0000,9.9224
156,14,2,-168.0,-32.0,252.6438,45.5187,5550323.0000,25156284.0000,25.1563
157,14,1,-174.0,-32.0,236.1638,29.1625,8098200.5000,36704284.0000,36.7043
